"complaint_case_id","case_status","priority","case_opened_ts","case_closed_ts","resolution_hours","customer_id","customer_name","customer_contact","customer_phone","customer_email","customer_site","service_contract","machine_id","machine_serial","machine_model","operation_code","operation_name","run_id","fault_category","error_code_triggered","vibration_severity_score","failure_mode","failure_mode_detail","sensor_x_rms","sensor_y_rms","sensor_z_rms","sensor_x_crest","sensor_kurtosis","phone_call_notes","assigned_technician","assigned_fe","investigation_notes","remedy_notes","rma_required","rma_number","rma_type","rma_description","rma_disposition","rma_credit_issued","parts_cost_usd","labour_hours","billable","linked_error_codes","linked_run_id","source"
"CMP-2019-1030","ESCALATED","P1-CRITICAL","18 Feb 2019 07:39","","","CUST-001","Precision Parts Midwest LLC","Dave Kowalski","(312) 555-0142","dkowalski@precisionmidwest.com","Chicago, IL","GOLD","M01","EIQ-M01-2019-8735","VMC-3000","OP12","Tool Change","M01_Feb_2019_OP12_000","actuator_fault","TCS-CR-001","3.358","Actuator Fault","Mechanical or electrical actuator failure","400.38","274.53","1084.86","5.282","2.749","Call from Dave Kowalski at Precision Parts Midwest LLC. M01 hydraulic system alarm TCS-CR-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 5.28 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M01-2019-8735.","Williams, S.","Lee, S. (FE-12)","Emergency remote diagnostic by Williams, S.. ATC arm position log shows arm stopped at 23° of 90° swing — proximity sensor SW-ATC-MID not triggering. Customer technician guided to manually rotate ATC arm to home using maintenance jog mode. Sensor adjusted — fretting of mounting bracket caused sensor to drift out of range. ATC tested 20 cycles without recurrence. No parts required. Error TCS-CR-001 correctly triggered machine stop to prevent collision.","Hydraulic pressure relief valve RV1 replaced (PN: EIQ-HYD-RV1-70BAR). System pressure restored to 71 bar. All fixture clamp circuits tested — confirmed >60 bar. ATC clamp test: P021 = 74 bar — pass. Machine returned to production. Labour: 5.1 h. Parts under warranty (relief valve failed within 12 months of installation).","YES","RMA-87093","VALVE_WARRANTY","Hydraulic relief valve returned — premature internal seat wear","Valve inspected — seat wear confirmed at 11 months in service. Within 12-month warranty. Replacement valve issued.","YES","601","5.1","NO","TCS-CR-001","M01_Feb_2019_OP12_000","bosch_real_fault"
"CMP-2019-1031","CLOSED","P2-HIGH","03 Feb 2019 13:40","08 Feb 2019 20:40","53","CUST-002","AeroMach Industries","Sandra Okonkwo","(714) 555-0287","sokonkwo@aeromach.com","Anaheim, CA","PLATINUM","M01","EIQ-M01-2019-2930","VMC-3000","OP12","Tool Change","M01_Feb_2019_OP12_001","actuator_fault","HYD-MJ-001","3.269","Actuator Fault","Mechanical or electrical actuator failure","400.93","270.52","1081.5","4.978","2.849","Call from Sandra Okonkwo at AeroMach Industries. M01 hydraulic system alarm HYD-MJ-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 4.98 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M01-2019-2930.","Williams, S.","Jackson, T. (FE-07)","Investigation Williams, S.. Hydraulic pressure trend for M01 shows gradual decay from 72 bar to 5 bar over 3 weeks — internal leak in pressure relief valve (RV1) allowing bypass. Relief valve inspected: seat worn, allowing 2.9 L/min internal bypass at nominal pressure. Relief valve replaced — pressure restored to 71 bar. Clamping function tested: all 4 fixture stations confirmed >55 bar clamp pressure. Error code HYD-MJ-001 triggered correctly.","SSV lube distributor block replaced (PN: EIQ-LUB-SSV-6). Ball screw backlash compensation parameter adjusted from 0.003 to 0.006 mm. Lubrication system primed and verified — all 18 lube points confirmed receiving oil. Following error P016 re-tested: max 0.008 mm on rapid traverse — within specification. Machine re-qualified. Parts cost: $397. Labour: 6.4 h.","NO","","","","","","397","6.4","NO","HYD-MJ-001","M01_Feb_2019_OP12_001","bosch_real_fault"
"CMP-2019-1032","CLOSED","P2-HIGH","22 Feb 2019 15:14","26 Feb 2019 00:14","75","CUST-003","Lone Star Machining Co.","Billy Ray Tanner","(214) 555-0391","brtanner@lonestarmach.com","Dallas, TX","SILVER","M01","EIQ-M01-2019-9964","VMC-3000","OP12","Tool Change","M01_Feb_2019_OP12_002","actuator_fault","AXS-MJ-001","3.262","Actuator Fault","Mechanical or electrical actuator failure","401.57","256.22","1079.06","5.195","2.923","Call from Billy Ray Tanner at Lone Star Machining Co.. M01 hydraulic system alarm AXS-MJ-001. Clamping fixture not releasing correctly — workpiece stuck in fixture. Hydraulic pressure P050 reading 5.19 bar. Customer manually bled hydraulic circuit but pressure not recovering. Machine S/N EIQ-M01-2019-9964.","Chen, L.","Brennan, K. (FE-15)","Emergency remote diagnostic by Chen, L.. ATC arm position log shows arm stopped at 23° of 90° swing — proximity sensor SW-ATC-MID not triggering. Customer technician guided to manually rotate ATC arm to home using maintenance jog mode. Sensor adjusted — fretting of mounting bracket caused sensor to drift out of range. ATC tested 20 cycles without recurrence. No parts required. Error AXS-MJ-001 correctly triggered machine stop to prevent collision.","ATC arm proximity sensor SW-ATC-MID re-adjusted and bracket re-secured. 20 ATC cycle test conducted without fault. Customer maintenance team advised to include sensor mounting check in quarterly PM. No parts replaced. Labour: 0.5 h (covered under GOLD contract).","YES","RMA-84480","LUBE_BLOCK","SSV lube distributor block returned — stuck piston","Piston freed and cleaned. Contamination found in oil supply — customer advised to use filtered oil only. No manufacturing defect. No credit.","NO","320","4.0","YES","AXS-MJ-001","M01_Feb_2019_OP12_002","bosch_real_fault"
"CMP-2019-1033","PENDING_PARTS","P1-CRITICAL","25 Feb 2019 10:50","","","CUST-004","Great Lakes Tool & Die","Marie Johansson","(313) 555-0448","mjohansson@gltd.com","Detroit, MI","GOLD","M01","EIQ-M01-2019-5705","VMC-3000","OP14","Spindle Run Test","M01_Feb_2019_OP14_000","actuator_fault","LUB-CR-001","3.296","Actuator Fault","Mechanical or electrical actuator failure","471.24","371.29","1158.34","4.626","5.918","URGENT — Great Lakes Tool & Die reporting M01 stuck in tool change. ATC arm stopped mid-swing, alarm LUB-CR-001 active. Machine cannot be reset — arm is blocking spindle access. Production line stopped. Customer has 14 people waiting. Contact: Marie Johansson, phone: (313) 555-0448. Machine S/N EIQ-M01-2019-5705. Requesting immediate escalation to field support.","Chen, L.","Lee, S. (FE-12)","Field engineer Lee, S. (FE-12) attended. Axis following error P016 = 4.630 mm on Z-axis. Ball screw backlash measured: 0.017 mm (limit 0.005 mm — exceeded). Guide rail lubrication found dry on two carriages — lube distributor piston stuck in one SSV block. Root causes: (1) lube blockage causing guide friction increase; (2) ball screw nut preload loss. Both corrected: SSV block replaced, lube cycle verified, servo backlash compensation adjusted.","SSV lube distributor block replaced (PN: EIQ-LUB-SSV-6). Ball screw backlash compensation parameter adjusted from 0.003 to 0.006 mm. Lubrication system primed and verified — all 18 lube points confirmed receiving oil. Following error P016 re-tested: max 0.008 mm on rapid traverse — within specification. Machine re-qualified. Parts cost: $485. Labour: 2.1 h.","NO","","","","","","485","2.1","NO","LUB-CR-001","M01_Feb_2019_OP14_000","bosch_real_fault"
"CMP-2021-1034","ESCALATED","P2-HIGH","15 Feb 2021 13:26","","","CUST-005","Pacific Rim Precision","Kevin Tanaka","(206) 555-0512","ktanaka@pacrimprec.com","Seattle, WA","PLATINUM","M02","EIQ-M02-2021-4470","VMC-3000","OP00","Workpiece Loading","M02_Feb_2021_OP00_000","process_anomaly","CNC-MJ-001","4.004","Process Anomaly","NC program or controller process exception","497.78","313.22","1231.3","5.151","3.553","Customer Pacific Rim Precision reporting M02 NC program execution error, alarm CNC-MJ-001. Machine stopped at block N3924 — program has run successfully 100+ times before. No changes to program, operator, or tooling. Customer suspects CNC memory or controller issue. Kevin Tanaka requesting level-2 technical support.","Petrov, A.","","Remote diagnostic by Petrov, A.. CNC program file MD5 checksum mismatch vs. revision control system — corrupted file transfer via DNC. Program re-transferred and verified. Machine executed 10 consecutive cycles without alarm. Root cause: network timeout during DNC transfer corrupted block N3924. Customer advised to implement file transfer verification (checksum) before running production. No machine defect.","DNC file transfer protocol updated to include MD5 checksum verification on receive. IT team configured auto-reject for failed checksums. NC program re-loaded from revision control — machine ran 50 cycles without fault. No machine repair required. Case closed — process improvement only.","NO","","","","","","0","1.8","NO","CNC-MJ-001","M02_Feb_2021_OP00_000","bosch_real_fault"
"CMP-2019-1035","IN_PROGRESS","P2-HIGH","22 Aug 2019 18:04","","","CUST-006","Appalachian Machine Works","Bobby Hicks","(423) 555-0667","bhicks@appmach.com","Knoxville, TN","STANDARD","M02","EIQ-M02-2019-6183","VMC-3000","OP01","Face Milling","M02_Aug_2019_OP01_000","tool_wear","SPN-MJ-003","4.776","Tool Wear","Progressive cutting edge wear beyond service life","435.31","187.65","1053.92","4.509","2.987","Inbound call from Bobby Hicks at Appalachian Machine Works. Reports intermittent spindle load spikes on M02 over the past 3 shifts. Error SPN-MJ-003 appearing 4–6 times per shift, machine not stopping but operator applying feed override down to 70%. Surface finish on aluminium parts showing chatter marks. Customer believes tool is worn but wants confirmation before scrapping tooling. Last PM was 6 weeks ago.","Okafor, D.","Torres, R. (FE-09)","Field engineer Torres, R. (FE-09) attended site 1 business days after initial call. Inspection findings: tool T7 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 4.7% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","5.6","YES","SPN-MJ-003","M02_Aug_2019_OP01_000","bosch_real_fault"
"CMP-2019-1036","CLOSED","P4-LOW","05 Feb 2019 06:05","10 Feb 2019 22:05","5","CUST-007","Rio Grande Manufacturing","Carlos Mendez","(505) 555-0723","cmendez@riograndemfg.com","Albuquerque, NM","SILVER","M02","EIQ-M02-2019-9491","VMC-3000","OP01","Face Milling","M02_Feb_2019_OP01_000","tool_wear","SPN-WN-001","2.979","Tool Wear","Progressive cutting edge wear beyond service life","440.93","197.46","1066.36","4.438","2.676","Customer called reporting elevated spindle load alarms on M02 during Face Milling operation. Operator noticed surface finish degradation on last 8–12 parts before alarm triggered. Machine displaying SPN-WN-001 with spindle load P002 reading 4.41%. Customer states tool was at approximately 110% of programmed tool life. Production halted on affected spindle. Customer requesting priority callback from field support. Machine M/N VMC-3000, S/N EIQ-M02-2019-9491. Current shift supervisor: Carlos Mendez.","Novak, P.","","Technical investigation by Novak, P.. Downloaded vibration data from Bosch CISS sensor for run_id M02_Feb_2019_OP01_000. X-axis RMS = 441 (units: ADC counts), crest factor 4.44. Pattern consistent with increased cutting forces from worn tool. Compared against M02 baseline from Aug 2019 — load elevated by 32%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","Recommended process change: implement tool condition monitoring via spindle load P002 trending. Set adaptive alarm at +25% above baseline load for each operation. Customer's process engineer will configure alarm thresholds in next maintenance window. No machine parts replaced. Case closed.","NO","","","","","","0","5.4","YES","SPN-WN-001","M02_Feb_2019_OP01_000","bosch_real_fault"
"CMP-2019-1037","IN_PROGRESS","P3-MEDIUM","24 Feb 2019 22:13","","","CUST-008","Atlantic Precision Group","Jennifer Walsh","(617) 555-0834","jwalsh@atlanticprecision.com","Boston, MA","GOLD","M02","EIQ-M02-2019-7287","VMC-3000","OP01","Face Milling","M02_Feb_2019_OP01_001","tool_wear","SPN-SR-001","3.201","Tool Wear","Progressive cutting edge wear beyond service life","442.05","200.01","1066.28","4.357","2.684","Customer Atlantic Precision Group called — M02 threw hard alarm SPN-SR-001 mid-program during Face Milling. Spindle load P002 peaked at 4.42% before drive tripped. Tool T6 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Novak, P.","","Technical investigation by Novak, P.. Downloaded vibration data from Bosch CISS sensor for run_id M02_Feb_2019_OP01_001. X-axis RMS = 442 (units: ADC counts), crest factor 4.36. Pattern consistent with increased cutting forces from worn tool. Compared against M02 baseline from Aug 2019 — load elevated by 43%. No bearing defect frequency components detected in spectrum. Root cause confirmed: tool wear beyond service life. No warranty claim applicable.","Tool T6 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 5.0%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","5.9","NO","SPN-SR-001","M02_Feb_2019_OP01_001","bosch_real_fault"
"CMP-2019-1038","CLOSED","P4-LOW","17 Feb 2019 08:19","20 Feb 2019 23:19","4","CUST-009","Heartland CNC Services","Tom Hartley","(515) 555-0912","thartley@heartlandcnc.com","Des Moines, IA","STANDARD","M02","EIQ-M02-2019-7689","VMC-3000","OP02","Contour Milling","M02_Feb_2019_OP02_000","tool_wear","SPN-WN-001","3.367","Tool Wear","Progressive cutting edge wear beyond service life","414.13","378.57","1083.48","5.211","3.015","Customer Heartland CNC Services called — M02 threw hard alarm SPN-WN-001 mid-program during Contour Milling. Spindle load P002 peaked at 4.14% before drive tripped. Tool T18 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Kumar, R.","Brennan, K. (FE-15)","Remote diagnostic session conducted with Kumar, R.. Reviewed P002 spindle load trend via OPC-UA historian — clear monotonic increase over prior 50 cycles consistent with progressive flank wear. NDCG feature trend confirms tool_wear classification. Kurtosis P064 = 3.0 (normal range 2.5–5.0). Recommended immediate tool replacement. Advised customer to calibrate tool life counter to actual tool life rather than theoretical. No machine fault — tooling and process issue. Error code SPN-WN-001 confirmed appropriate.","Tool T18 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 4.7%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","2.1","YES","SPN-WN-001","M02_Feb_2019_OP02_000","bosch_real_fault"
"CMP-2019-1039","ESCALATED","P4-LOW","15 Feb 2019 20:02","","","CUST-010","Mountain West Machining LLC","Janet Fujimoto","(303) 555-1034","jfujimoto@mwmach.com","Denver, CO","SILVER","M02","EIQ-M02-2019-8093","VMC-3000","OP02","Contour Milling","M02_Feb_2019_OP02_001","tool_wear","VIB-MD-001","3.494","Tool Wear","Progressive cutting edge wear beyond service life","413.0","377.46","1081.53","5.179","3.046","Customer Mountain West Machining LLC called — M02 threw hard alarm VIB-MD-001 mid-program during Contour Milling. Spindle load P002 peaked at 4.13% before drive tripped. Tool T22 found broken in spindle bore — approx 40mm of flute snapped. Last good part passed inspection; current part scrapped. Customer asking about warranty on tooling and whether machine caused the breakage or vice versa.","Kumar, R.","","Field engineer Mbeki, J. (FE-03) attended site 5 business days after initial call. Inspection findings: tool T22 showed severe flank wear on 2 of 4 flutes, corner radius worn to near-zero. Chip formation analysis: short, powdery chips consistent with rubbing rather than cutting. Coolant concentration measured at 7.2% (low — should be 8–10%); low concentration accelerating wear. Ball screw and guides inspected — nominal. No machine defect identified.","Tool T22 replaced with new insert grade IC900 (customer's standard). Tool life counter reset to 0. Coolant concentration checked and adjusted to 9% (from 7.2%). First-off part inspected: dimensions within tolerance, surface finish Ra 0.8 μm achieved. Production resumed. Customer advised to increase tool change frequency by 20% for this material/operation combination and to check coolant concentration weekly. No chargeable service.","NO","","","","","","0","3.5","YES","VIB-MD-001","M02_Feb_2019_OP02_001","bosch_real_fault"
"CMP-2021-1040","ESCALATED","P4-LOW","09 Feb 2021 07:41","","","CUST-001","Precision Parts Midwest LLC","Dave Kowalski","(312) 555-0142","dkowalski@precisionmidwest.com","Chicago, IL","GOLD","M02","EIQ-M02-2021-6629","VMC-3000","OP03","Pocket Milling","M02_Feb_2021_OP03_000","chatter_vibration","VIB-MD-001","3.466","Chatter Vibration","Regenerative chatter — process outside stability lobe","370.58","385.98","1068.51","5.629","2.457","Customer Precision Parts Midwest LLC calling about part quality issue on M02. Surface finish failing inspection — visible chatter marks at 5.63 micron Ra vs. 0.8 Ra specified. Alarm VIB-MD-001 logged. Customer has already tried reducing feed rate by 20% but chatter persists. Process was stable for 3 months then started last week. No recent tooling changes. Machine M02 S/N EIQ-M02-2021-6629. Dave Kowalski is the shift supervisor.","Rodriguez, M.","","Remote session Rodriguez, M.. Vibration RMS X=371 Y=386 Z=1069 (ADC counts) for run_id M02_Feb_2021_OP03_000. Crest factor 5.63 consistent with regenerative chatter rather than bearing defect (kurtosis 2.5, normal range for chatter). Process engineer recommends: reduce axial depth of cut by 20%, apply variable pitch tooling. No mechanical fault on machine identified.","Toolholder taper cleaned and re-lapped. Hydraulic fixture circuit repaired: replaced solenoid valve seal kit (PN: EIQ-HYD-SEAL-KIT). Pressure restored to 71 bar. Re-test: 20 consecutive parts — all within surface finish spec. Recommended annual toolholder taper inspection. Labour: 5.5 h under SILVER service contract (customer co-pay 30%).","NO","","","","","","0","5.5","NO","VIB-MD-001","M02_Feb_2021_OP03_000","bosch_real_fault"
"CMP-2019-1041","CLOSED","P3-MEDIUM","05 Aug 2019 15:27","08 Aug 2019 00:27","82","CUST-002","AeroMach Industries","Sandra Okonkwo","(714) 555-0287","sokonkwo@aeromach.com","Anaheim, CA","PLATINUM","M02","EIQ-M02-2019-6199","VMC-3000","OP04","Drilling Cycle","M02_Aug_2019_OP04_000","spindle_bearing_fault","SPN-SR-003","3.68","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","442.78","251.34","1061.14","4.905","3.409","Call received from Sandra Okonkwo. M02 has been showing progressive vibration increase on spindle bearing sensor P004 over the past 2 weeks — operator noticed noise change but kept running. Now at 4.91 mm/s RMS, alarm SPN-SR-003 active. Customer asks if bearing can be replaced on-site or if spindle needs to go to depot. Machine hours: approx 1089h on current bearing set. Last grease service: 3 months ago.","Novak, P.","Brennan, K. (FE-15)","Field engineer Brennan, K. (FE-15) attended 2 days after initial call. Removed spindle nose cap and measured bearing temperature with IR thermometer: front bearing at 5°C vs. ambient 22°C — significant. Bearing noise clearly audible on mechanic's stethoscope. Vibration spectrum showed bearing defect frequencies. Bearings removed: front pair (7014 CDBP4) showed outer race spalling on one bearing — approx 8mm arc of pitting. Rear bearing NU1014 in good condition. Root cause: bearing fatigue from operation beyond grease service interval.","Spindle bearing set replaced on-site by Brennan, K. (FE-15). Parts used: 2× 7014 CDBP4 angular contact bearings (PN: EIQ-SPN-BRG-7014, batch BRG-88771), 1× NU1014 rear bearing (PN: EIQ-SPN-BRG-NU1014). Bearings installed with correct preload per EIQ-PROC-SPN-001. Spindle warmed up per SPD-WARMUP-001 (15 min). Acceptance vibration test run: P004 = 1.41 mm/s (Zone A — pass). Machine returned to production. Labour: 3.4 h. Parts charged to customer (bearing set outside warranty — 10 months in service).","YES","RMA-76909","DRIVE_WARRANTY","Servo drive returned under warranty claim — internal IGBT failure","Drive tested at factory — confirmed IGBT module failure. Within 24-month warranty period. Full replacement issued at no charge.","YES","539","3.4","NO","SPN-SR-003","M02_Aug_2019_OP04_000","bosch_real_fault"
"CMP-2019-1042","CLOSED","P3-MEDIUM","01 Feb 2019 17:15","07 Feb 2019 09:15","36","CUST-003","Lone Star Machining Co.","Billy Ray Tanner","(214) 555-0391","brtanner@lonestarmach.com","Dallas, TX","SILVER","M02","EIQ-M02-2019-7190","VMC-3000","OP04","Drilling Cycle","M02_Feb_2019_OP04_000","spindle_bearing_fault","SPN-SR-003","4.032","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","453.94","359.89","1139.53","4.844","5.245","Lone Star Machining Co. reporting M02 spindle temperature P003 running high at 4.84°C. Spindle cooling fan appears to be making intermittent noise — possibly bearing in fan motor. Alarm SPN-SR-003 active. Customer asking if they can continue running at reduced spindle speed while awaiting parts. Current part schedule is critical path.","Williams, S.","Torres, R. (FE-09)","Remote diagnostic: retrieved vibration data for run_id M02_Feb_2019_OP04_000. Spindle bearing vibration P004 = 4.84 mm/s (ISO Zone D). Kurtosis P064 = 5.2 — defect frequency component confirmed at BPFO = 175.3 Hz (consistent with outer race spall on 7014 bearing). Machine hours since last grease service: 3500h (OEM limit: 4,000h). Bearing replacement recommended. Error code SPN-SR-003 confirmed CRITICAL/MAJOR — correct action taken by PLC.","Spindle sent to depot for full rebuild (grease repack + runout check). Loaner spindle installed — job EIQ-LOAN-945. Rebuilt spindle returned and installed 11 business days later. Post-installation vibration: P004 = 1.02 mm/s. All axes re-qualified. Customer down-time: 31 hours. RMA raised for spindle core: RMA-38796.","YES","RMA-38796","LUBE_BLOCK","SSV lube distributor block returned — stuck piston","Piston freed and cleaned. Contamination found in oil supply — customer advised to use filtered oil only. No manufacturing defect. No credit.","NO","240","3.0","YES","SPN-SR-003","M02_Feb_2019_OP04_000","bosch_real_fault"
"CMP-2019-1043","CLOSED","P2-HIGH","19 Feb 2019 19:11","25 Feb 2019 21:11","80","CUST-004","Great Lakes Tool & Die","Marie Johansson","(313) 555-0448","mjohansson@gltd.com","Detroit, MI","GOLD","M02","EIQ-M02-2019-1713","VMC-3000","OP04","Drilling Cycle","M02_Feb_2019_OP04_002","spindle_bearing_fault","VIB-MJ-001","4.407","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","451.14","363.81","1140.26","4.91","5.289","Emergency call from Marie Johansson at Great Lakes Tool & Die. M02 stopped mid-production with CRITICAL alarm VIB-MJ-001. Unusual noise from spindle described as 'grinding then a bang'. Machine auto-stopped. Vibration sensor reading P004 = 4.91 mm/s at time of fault. Machine has been running 24/7 for past 6 weeks without scheduled PM. Customer needs machine back online within 48 hours — aerospace delivery deadline. Serial: EIQ-M02-2019-1713.","Rodriguez, M.","Lee, S. (FE-12)","Remote diagnostic: retrieved vibration data for run_id M02_Feb_2019_OP04_002. Spindle bearing vibration P004 = 4.91 mm/s (ISO Zone D). Kurtosis P064 = 5.3 — defect frequency component confirmed at BPFO = 179.4 Hz (consistent with outer race spall on 7014 bearing). Machine hours since last grease service: 1490h (OEM limit: 4,000h). Bearing replacement recommended. Error code VIB-MJ-001 confirmed CRITICAL/MAJOR — correct action taken by PLC.","Spindle sent to depot for full rebuild (grease repack + runout check). Loaner spindle installed — job EIQ-LOAN-755. Rebuilt spindle returned and installed 9 business days later. Post-installation vibration: P004 = 1.21 mm/s. All axes re-qualified. Customer down-time: 92 hours. RMA raised for spindle core: RMA-70887.","YES","RMA-70887","DRIVE_WARRANTY","Servo drive returned under warranty claim — internal IGBT failure","Drive tested at factory — confirmed IGBT module failure. Within 24-month warranty period. Full replacement issued at no charge.","YES","698","5.3","NO","VIB-MJ-001","M02_Feb_2019_OP04_002","bosch_real_fault"
"CMP-2019-1044","ESCALATED","P2-HIGH","26 Feb 2019 08:46","","","CUST-005","Pacific Rim Precision","Kevin Tanaka","(206) 555-0512","ktanaka@pacrimprec.com","Seattle, WA","PLATINUM","M02","EIQ-M02-2019-7064","VMC-3000","OP05","Thread Tapping","M02_Feb_2019_OP05_000","spindle_bearing_fault","SPN-MJ-001","4.365","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","327.16","108.9","1065.63","5.685","7.68","Call received from Kevin Tanaka. M02 has been showing progressive vibration increase on spindle bearing sensor P004 over the past 2 weeks — operator noticed noise change but kept running. Now at 5.69 mm/s RMS, alarm SPN-MJ-001 active. Customer asks if bearing can be replaced on-site or if spindle needs to go to depot. Machine hours: approx 1418h on current bearing set. Last grease service: 3 months ago.","Williams, S.","Brennan, K. (FE-15)","Remote diagnostic: retrieved vibration data for run_id M02_Feb_2019_OP05_000. Spindle bearing vibration P004 = 5.69 mm/s (ISO Zone C). Kurtosis P064 = 7.7 — defect frequency component confirmed at BPFO = 133.7 Hz (consistent with outer race spall on 7014 bearing). Machine hours since last grease service: 1418h (OEM limit: 4,000h). Bearing replacement recommended. Error code SPN-MJ-001 confirmed CRITICAL/MAJOR — correct action taken by PLC.","Spindle sent to depot for full rebuild (grease repack + runout check). Loaner spindle installed — job EIQ-LOAN-510. Rebuilt spindle returned and installed 10 business days later. Post-installation vibration: P004 = 1.93 mm/s. All axes re-qualified. Customer down-time: 40 hours. RMA raised for spindle core: RMA-69387.","YES","RMA-69387","VALVE_WARRANTY","Hydraulic relief valve returned — premature internal seat wear","Valve inspected — seat wear confirmed at 11 months in service. Within 12-month warranty. Replacement valve issued.","YES","527","1.7","NO","SPN-MJ-001","M02_Feb_2019_OP05_000","bosch_real_fault"
"CMP-2019-1045","CLOSED","P2-HIGH","14 Feb 2019 08:27","16 Feb 2019 22:27","8","CUST-006","Appalachian Machine Works","Bobby Hicks","(423) 555-0667","bhicks@appmach.com","Knoxville, TN","STANDARD","M02","EIQ-M02-2019-4432","VMC-3000","OP05","Thread Tapping","M02_Feb_2019_OP05_001","spindle_bearing_fault","SPN-MJ-001","5.003","Spindle Bearing Fault","Bearing race or rolling element fatigue defect","328.56","114.72","1065.81","5.825","8.027","Emergency call from Bobby Hicks at Appalachian Machine Works. M02 stopped mid-production with CRITICAL alarm SPN-MJ-001. Unusual noise from spindle described as 'grinding then a bang'. Machine auto-stopped. Vibration sensor reading P004 = 5.83 mm/s at time of fault. Machine has been running 24/7 for past 6 weeks without scheduled PM. Customer needs machine back online within 48 hours — aerospace delivery deadline. Serial: EIQ-M02-2019-4432.","Chen, L.","Lee, S. (FE-12)","Field engineer Lee, S. (FE-12) attended 4 days after initial call. Removed spindle nose cap and measured bearing temperature with IR thermometer: front bearing at 6°C vs. ambient 22°C — significant. Bearing noise clearly audible on mechanic's stethoscope. Vibration spectrum showed bearing defect frequencies. Bearings removed: front pair (7014 CDBP4) showed outer race spalling on one bearing — approx 8mm arc of pitting. Rear bearing NU1014 in good condition. Root cause: bearing fatigue from operation beyond grease service interval.","Spindle cooling fan motor replaced (PN: EIQ-SPN-FAN-200L). Air filter cleaned — found 60% blocked. Post-repair spindle temperature P003 running at 58°C vs. 78°C pre-repair. Machine re-qualified. Advised customer to add fan inspection to monthly PM checklist. No charge under PLATINUM service contract.","YES","RMA-72371","DRIVE_WARRANTY","Servo drive returned under warranty claim — internal IGBT failure","Drive tested at factory — confirmed IGBT module failure. Within 24-month warranty period. Full replacement issued at no charge.","YES","557","6.5","YES","SPN-MJ-001","M02_Feb_2019_OP05_001","bosch_real_fault"
